"Study Area","Transect Name","PointId","Observer","Date","DBH LT 23cm","DBH GT 38cm","DBH 23cm To 38cm","Snags","Grazing","Notes"
MOD-18-02,JEHU,JEHU-25,"Noda, Sophie",2021-06-01,8,10,7,,1,"heavily grazed recently; many forbs not yet flowering"
MOD-18-02,JEHU,JEHU-25,"Schnelle, Briana",2018-06-21,14,5,3,,1,"STIPA at point (couldn't enter into CADC as ""STIPA"")"
MOD-18-01,JACO,JACO-03,"Schnelle, Briana",2018-06-22,,,,,1,
MOD-18-01,JACO,JACO-05,"Schnelle, Briana",2018-06-22,,,,,,
SOL-17-07,CACU,CACU-01,"Petersen, Luke",2019-05-13,,,,,,"Not grazed in 10+ years. Burned in 2016. Very thatchy, mostly with medusahead."
SOL-17-07,CACU,CACU-01,"Le, My-Lan",2022-04-26,,,,,,"No grazing."
SOL-17-07,CACU,CACU-02,"Le, My-Lan",2022-04-26,,,,,,"No grazing."
SOL-17-07,CACU,CACU-03,"Petersen, Luke",2019-05-07,,,,,,"Very thatchy wih TACA8 and LOPEM2. Brodiaea and blowives seem to pentrate thatch well. AETR found as well. Very low productivity."
SOL-17-07,CACU,CACU-03,"Le, My-Lan",2022-04-25,,,,,,
SOL-17-07,CACU,CACU-04,"Petersen, Luke",2019-05-07,,,,,,"Some tule littter near end of direction 2. Patches of productivity and diversity on mounds. The diversity is there, but is limited in most areas by invasive species."
SOL-17-07,CACU,CACU-04,"Le, My-Lan",2022-04-25,,,,,1,"Transect <50m from slough, marsh habitat on edge"
SOL-17-07,CACU,CACU-05,"Petersen, Luke",2019-05-07,,,,,1,"Slight grazing from neighboring property to which fence is in disrepair. Note presence of depression with vernal pool potential."
SOL-17-07,CACU,CACU-05,"Le, My-Lan",2022-04-25,,,,,1,
SOL-17-07,CACU,CACU-06,"Petersen, Luke",2019-05-07,,,,,1,"Grazing from neighbor cows to the south. Soil compacted in depressions, but with a layer of litter on top."
SOL-17-07,CACU,CACU-06,"Le, My-Lan",2022-04-25,,,,,1,
NEV-19-01,GABA,GABA-2A,"Noda, Sophie",2022-04-27,7,19,8,3,1,"on 285 degree transect, line ends at point 47 because that is where the exclosure fence is.  this riparian area has been planted with various plants for restoration: deer grass, Elymus glaucus, mulefat, dogwood, and more.  Cows are supposed to be exclosed from this area but had been breaking in via the debris flaps. They were seen that morning in the exclosure while we were point counting."
SHA-18-03,LBCR,LBCR_01,"Weverka, Jacob",2019-05-14,234,22,5,2,1,
SHA-18-03,LBCR,LBCR_01,"Garcia, Dabid",2022-05-02,162,52,21,9,1,
SHA-18-03,LBCR,LBCR_06,"Weverka, Jacob",2019-05-14,,,,,1,
SHA-18-03,LBCR,LBCR_06,"Garcia, Dabid",2022-05-02,,,,,1,
YOL-14-02,YARI,YARI-07,"Shake, Corey",2019-04-25,,,,,1,"Not grazed yet"
YOL-14-02,YARI,YARI-07,"Garcia, Dabid",2022-04-26,,,,,,"This site has not been grazed for 2 consecutive seasons to protect riparian upland restoration planting- all shrubs + Grindelia + Achillea were planted in 2020-2021 growing season."
MOD-19-01,BESE,BESE-03,"Weverka, Jacob",2019-07-02,,,,,1,
MOD-19-01,BESE,BESE-07,"Halstrom, Grant",2019-07-02,,,,,,
MOD-19-01,BENW,BENW-03,"Weverka, Jacob",2019-07-01,,,,,,
MOD-19-01,BENW,BENW-08,"Halstrom, Grant",2019-07-01,,,,,,
MOD-19-01,BENW,BENW-10,"Weverka, Jacob",2019-07-01,,,,,,
MOD-19-01,BENW,BENW-12,"Weverka, Jacob",2019-07-02,,,,,1,
SHA-20-01,BCPR,BCPR-01,"Herrera, Alicia",2020-05-03,189,81,9,7,,"No intentional grazing. Open range means the occasional cow wanders onto the property."
SHA-20-01,BCPR,BCPR-05,"Herrera, Alicia",2020-05-03,6,13,10,,,"No intentional grazing. Open range leads to the occasional cow on the property."
MAR-20-01,BERN,BERN-03,"Mong, Catie",2021-05-07,,,2,1,1,"CALO- white mariposa lily. ALso yellow mariposa lily"
MAR-20-01,BERN,BERN-06,"Mong, Catie",2021-05-07,3,7,8,12,1,
SAN-20-01,DFOS,DFOS-02,"Halstrom, Grant",2020-06-01,,,2,,1,
SAN-20-01,DFOS,DFOS-06,"Porzig, Elizabeth",2020-06-01,,,7,,1,
SAN-20-01,DFOS,DFOS-08,"Halstrom, Grant",2020-06-17,,,2,,1,
SAN-20-01,DFOS,DFOS-12,"Halstrom, Grant",2020-06-17,,1,7,,1,
SAN-20-01,DFOS,DFOS-13,"Halstrom, Grant",2020-06-17,,,,,1,
MRN-16-01,HMFR,HMFR-09,"DiGaudio, Ryan",2021-04-22,,,,,1,"SN entered data from scans with some incomplete codes and didn't collect the data, so there is a slight possibility for error"
MRN-16-01,HMFR,HMFR-10,"DiGaudio, Ryan",2021-04-23,,,,,1,
MRN-16-01,HMFR,HMFR-14,"DiGaudio, Ryan",2021-04-23,,,,,1,"height of TODI unspecified on data sheet"
MRN-16-01,HMFR,HMFR-15,"DiGaudio, Ryan",2021-04-23,,,,,1,
MRN-16-01,HMFR,HMFR-16,"DiGaudio, Ryan",2021-04-22,,,,,1,"a relatively flat, and wet area. Many individuals of an unknown allium, seems to have already bloomed and is withering but hard to say."
MER-21-01,SACR,SACR-12,"Garcia, Dabid",2022-03-22,,,,,1,"On direction 276: Points 40,41,45,48,49 on burrows."
MER-21-01,SACR,SACR-15,"Garcia, Dabid",2022-03-22,,,,,1,Sheep
MER-21-01,SACR,SACR-16,"Le, My-Lan",2022-03-21,,,,,1,"Puffball mushrooms in transect radius."
MER-21-01,SACR,SACR-22,"Le, My-Lan",2022-03-21,,,,,1,"Extremely low RDM, windy. Tilled intensively until 10-15 years ago, and furrows still visible."
HUM-21-02,LONE,LONE-04,"Howard, Katharine",2021-05-27,8,12,16,,,
HUM-21-02,LONE,LONE-14,"Howard, Katharine",2021-05-27,5,5,10,1,1,"rx burn in November 2020"
HUM-21-02,LONE,LONE-18,"Howard, Katharine",2021-05-28,,,4,2,1,
HUM-21-02,LONE,LONE-21,"Howard, Katharine",2021-05-14,,,,,1,"moderately heavily grazed already"
HUM-21-02,LONE,LONE-25,"Howard, Katharine",2021-05-14,20,15,3,1,1,"Old homestead site, Malus may be Pyrus, hard to tell. Transect bisects  wetland area."
HUM-21-01,FERN,FERN-04,"Howard, Katharine",2021-06-17,,,,,,"Point is off the GTRS grid, soil is ""dead"" i.e. area of special interest to LO"
HUM-21-01,FERN,FERN-08,"Howard, Katharine",2021-07-02,4,,,,1,"on the 169 degree transet points 13-16 are crossing a trail, w/ point 15 on the trail. Steep."
HUM-21-01,FERN,FERN-10,"Howard, Katharine",2021-07-02,2,,,,1,"wet area/steep; had been grazed 2-3 times this season but was fairly well recovered."
SON-21-02,SACS,PSACS-10,"Hittenberger, Taj",2021-06-11,,,,,,"Entire area is grazed except for #19-50 on second transect (Direction: 284), which are left ungrazed due to thick brush."
SON-21-02,SACS,PSACS-11,"Hittenberger, Taj",2021-06-17,,,,,,
SON-21-02,SACS,PSACS-12,"Hittenberger, Taj",2021-06-17,,,,,,
SON-21-02,SACS,SACS-01,"Hittenberger, Taj",2021-05-04,,,,,,
SON-21-02,SACS,SACS-03,"Hittenberger, Taj",2021-05-04,,,,,1,
SON-21-02,SACS,SACS-08,"Hittenberger, Taj",2021-05-04,,,,,1,"Points 49 and 50 in LPI 1 are intentionally blank. Difficult access due to dense coastal shrubs."
SON-21-02,SACS,PSACS-09,"Hittenberger, Taj",2021-05-24,,,,,,"LPIs #38-50 are inaccessible due to dense BAPI and TODI. LPIs #39-50 are inaccessible due to dense BAPI."
SON-21-01,CIBA,CIBA-01,"Hittenberger, Taj",2021-04-28,,,,,,"grazing not specified on data sheets"
SON-21-01,CIBA,CIBA-011,"Hittenberger, Taj",2021-05-03,,,,,1,
SON-21-01,CIBA,CIBA-012,"Hittenberger, Taj",2021-05-03,,,,,,
SON-21-01,CIBA,CIBA-02,"Hittenberger, Taj",2021-05-03,,,,,,"14 degree transect ends at fence, edge of grazing area."
MAR-21-01,WEST,WEST-03,"Mong, Catie",2021-05-13,,,,,,"heavily overgrazed the previous season (different owner). Rested since December."
MAR-21-01,WEST,WEST-14,"Mong, Catie",2021-05-13,,,,,,"Heavily overgrazed year prior by different owner. Allowed to rest since December. No trees or shrubs"
MER-21-01,SACR,SACR-23,"Le, My-Lan",2022-03-22,,,,,1,"Drainage/creek runs through plot (not through transects)."
"Arundo Removal Monitoring Yolo","Arundo Removal Monitoring Yolo veg data","CCPU-05 VEG","Shake, Corey",2021-05-10,,,,,,
"Arundo Removal Monitoring Yolo","Arundo Removal Monitoring Yolo veg data","CCPU-03 VEG","Shake, Corey",2021-05-06,,,,,,
"Arundo Removal Monitoring Yolo","Arundo Removal Monitoring Yolo veg data","FCPU-01 VEG","Shake, Corey",2021-04-30,,,,,,
"Arundo Removal Monitoring Yolo","Arundo Removal Monitoring Yolo veg data","FCPU-02 VEG","Shake, Corey",2021-04-30,,,,,,"17C ARDO5 = ARDO3 Canopy ARDO4 for point 46, first direction is thatch"
"Arundo Removal Monitoring Yolo","Arundo Removal Monitoring Yolo veg data","CSCK-04 VEG","Shake, Corey",2021-05-14,,,,,,"urban site with wood and tile debris"
"Arundo Removal Monitoring Yolo","Arundo Removal Monitoring Yolo veg data","CSSC-08 VEG","Shake, Corey",2021-05-20,,,,,,"Salt Creek stream channel water for soil surface on points 15-16 & 45-49 in first direction, and points 10-12 & 40-45 in second direction"
"Arundo Removal Monitoring Yolo","Arundo Removal Monitoring Yolo veg data","FCCA-07 VEG","Shake, Corey",2021-05-13,,,,,,
"Arundo Removal Monitoring Yolo","Arundo Removal Monitoring Yolo veg data","FCCA-06 VEG","Shake, Corey",2021-05-04,,,,,,
MER-22-01,UCME,UCME-003,"Le, My-Lan",2022-03-22,,,,,1,"50 m radius passes through multiple vernal pools"
MER-22-01,UCME,UCME-005,"Le, My-Lan",2022-03-24,,,,,1,
MER-22-01,UCME,UCME-006,"Garcia, Dabid",2022-03-24,,,,,1,
MER-22-01,UCME,UCME-011,"Le, My-Lan",2022-03-24,,,,,1,"Releve had 10 minutes extra time and two observers."
MER-22-01,UCME,UCME-022,"Garcia, Dabid",2022-03-23,,,,,1,
MER-22-01,UCME,UCME-083,"Garcia, Dabid",2022-03-23,,,,,1,"Point blue incudes small vernal pools. Releve had two observers."
MER-22-01,UCME,UCME-161,"Le, My-Lan",2022-03-23,,,,,1,
MER-22-01,UCME,UCME-337,"Garcia, Dabid",2022-03-23,,,,,1,
"SHA-15-08 N",XROSS,XROSS-17,"Garcia, Dabid",2022-05-04,132,138,11,8,1,
"SHA-15-08 N",XROSS,XROSS-18,"Garcia, Dabid",2022-05-05,71,122,35,4,1,"Fuels treatment (lop and scatter) just completed. Lots of woody litter and skid tracks."
HUM-22-01,FLCR,FLCR-01,"Howard, Katharine",2022-06-02,8,4,4,1,1,"on transect 310 points 28-31 & 43-46 cross ranch roads."
HUM-22-01,FLCR,FLCR-02,"Howard, Katharine",2022-06-02,,,,,1,
HUM-22-02,FREN,FREN-07,"Howard, Katharine",2022-06-01,,,,,1,"pts 40-45 on transect 340 is in a gully/drainage"
HUM-22-02,FREN,FREN-41,"Howard, Katharine",2022-06-01,3,3,1,,1,
HUM-22-02,FREN,FREN-49,"Howard, Katharine",2022-06-01,,,,,,"Cattle have access but there's no water so they don't get up there much. Points 14-16 on 61 transect cross ranch road."
SON-15-10,5SFA,5SFA-11,"Garcia, Dabid",2022-05-17,,,,,,
SON-22-01,SIPE,SIPE-01,"Le, My-Lan",2022-05-17,,,,,1,"All trees outside pasture fence. Did not include horticultural plants outside of fence (shrubs and forbs)."
SON-22-01,SIPE,SIPE-02,"Le, My-Lan",2022-05-17,1,2,12,,1,"Points 46-50 on 255 degree transect on mulch pile. Most of the trees are on the other side of the fence."
NEV-19-01,GABA,GABA-04,"Noda, Sophie",2022-04-27,14,27,22,3,1,
NEV-19-01,GABA,GABA-07,"Noda, Sophie",2022-06-07,7,24,20,3,1,"later season than other 3 veg points sampled"
NEV-19-01,GABA,GABA-25,"Noda, Sophie",2022-04-27,7,14,25,2,1,
YOL-22-01,DUGR,DUGR-01,"Garcia, Dabid",2022-05-25,,,,,,"Attempted seeding harding grass this fall/winter & last, but it appears there was little success- < 5 seedlings found."
YOL-22-01,DUGR,DUGR-03,"Garcia, Dabid",2022-04-25,,,,,1,"Triteleia laxa was seen in plot during soil survey a few months prior, but could not be found during releve search."
